bodyId,in_degree,Q_value
5813027016,557.0,0.28993552608140255
452742028,282.0,0.19256802309274162
576825965,373.0,0.24769192280670363
5813014873,291.0,0.21647581589888698
1168664495,295.0,0.2122991263054425
673639143,616.0,0.16424389296801575
1159555822,310.0,0.19230428061276542
1343736290,329.0,0.15453615374708288
2307027729,548.0,0.19549311083770515
1078517402,312.0,0.22375725665510857
861665641,924.0,0.12719837881026974
1699974843,487.0,-0.0017337832727023846
327499164,804.0,0.23021447049034355
5901217908,376.0,0.2011757863961834
5812981381,693.0,0.21051676057356436
1702306037,409.0,-0.008159552964446596
5812980746,464.0,0.17073765625901602
5813069512,303.0,0.1750252596004154
328265389,497.0,0.2007496376431672
1640572741,1509.0,0.008085464157087668
704466265,1006.0,0.13247749656209873
5813018460,1102.0,-0.0076991671834608375
5813069085,487.0,-0.00016266506558434426
1640922516,523.0,0.0006824969385577135
636789080,300.0,-0.014452923100155822
797989902,323.0,0.20539403565834569
5813058050,424.0,0.15978657984923011
328611004,665.0,0.22204313733248252
487143497,893.0,0.19201028221075966
1222778569,410.0,0.24157570833921563
5813063587,308.0,0.25391160858699297
455154890,336.0,0.176797585862369
1189606310,281.0,0.15846637470074654
485585976,474.0,0.1375857164011023
449438847,301.0,0.19569755587007265
1873086710,968.0,0.20441866111533216
725951521,290.0,0.22169422780844267
673863199,302.0,0.17381087253151556
1699029767,436.0,-0.04666698517076258
517872280,320.0,0.15893042244424588
5813022257,377.0,0.2749423642405759
5813057606,333.0,0.25439687031646063
551790504,318.0,0.07238089313902449
1499277688,400.0,0.1684555271585673
1323407050,295.0,0.18665151942390393
5813022341,1985.0,0.179607833411062
917647959,398.0,0.18966442510606393
549282467,289.0,0.23190120857783889
1671620613,648.0,-0.008068640818221885
707539688,422.0,0.23941811880159947
1591156798,292.0,0.2947729504529319
5812989815,431.0,0.23418956081879203
541870397,293.0,0.21147983966401596
5813098368,485.0,0.17422007778209272
422751191,651.0,0.18128815193249456
5813054347,370.0,0.20251007597548357
1290209390,428.0,0.25407789866392744
1667251683,823.0,-0.0014634780779926308
1936507376,315.0,0.16586678412649708
5813021112,909.0,0.23130860092935696
485934965,1030.0,0.20298657823675875
5813024692,311.0,0.007574223382027342
421641859,389.0,0.22511377482642927
1225290633,348.0,0.2554769804253273
5813083779,443.0,0.20208707954086735
1002507159,288.0,0.20771641600999624
642732835,1104.0,0.1963388836634224
1826121523,301.0,-0.029036901122911015
919763043,417.0,0.24747893621593658
1632016438,395.0,0.19755227540472609
977045758,327.0,0.2070501002462251
915549815,371.0,0.24195104693346736
1640922754,311.0,-0.022604904986097463
883514695,493.0,0.23297036174680352
542376096,320.0,0.2052077762555189
5813034531,292.0,-0.040954686082972806
296139882,535.0,0.23981204410622384
643393688,819.0,0.27269788547948337
1008378448,542.0,0.2871268707675164
894020730,556.0,0.17868245887391732
5813089157,286.0,0.15835829566032672
5813024698,1615.0,-0.0018180456541795746
5813062838,350.0,0.1752522726439787
641688553,341.0,0.15967655237374828
792326206,809.0,0.2650421011018156
1100404634,365.0,0.23839144675605675
